OPERATION_TYPE,SITE_CELL_ID,SITE_ID,CELL_STATUS,UTILIZATION_PEAK_TIME,LATITUDE,LONGITUDE
I,856701,479849,ACTIVE,,14.19719,101.22072
I,856702,479849,ACTIVE,,14.19719,101.22072
I,856703,479849,ACTIVE,,14.19719,101.22072
I,856704,479849,ACTIVE,,14.19719,101.22072
I,856705,479850,ACTIVE,,12.6843,101.06683
I,856706,479850,ACTIVE,,12.6843,101.06683
I,856707,479850,ACTIVE,,12.6843,101.06683
I,805073,468425,ACTIVE,,14.98876,103.08636
I,805074,468425,ACTIVE,,14.98876,103.08636
I,805075,468425,ACTIVE,,14.98876,103.08636
I,856708,479851,ACTIVE,,13.32478,101.12366
I,856709,479851,ACTIVE,,13.32478,101.12366
I,856710,479851,ACTIVE,,13.32478,101.12366
I,851114,477817,ACTIVE,,13.774202,100.553817
I,851115,477818,ACTIVE,,13.778323,100.556
I,866339,480695,ACTIVE,,13.786472,100.560555
I,851116,477819,ACTIVE,,13.795336,100.561141
I,851117,477820,ACTIVE,,13.800186,100.560639
I,866340,480696,ACTIVE,,13.809611,100.559694
I,851118,477821,ACTIVE,,13.815858,100.558993
I,866341,480697,ACTIVE,,13.825722,100.557972
I,866342,480698,ACTIVE,,13.836472,100.557111
I,866343,480699,ACTIVE,,13.845027,100.560027
I,851119,477822,ACTIVE,,13.853586,100.564764
I,866344,480700,ACTIVE,,13.861083,100.568722
I,840599,474682,ACTIVE,,13.84452,100.38245
I,840600,474682,ACTIVE,,13.84452,100.38245
I,840601,474682,DEACTIVE,,13.84452,100.38245
I,816485,469876,ACTIVE,,6.403918,101.752284
I,816486,469876,ACTIVE,,6.403918,101.752284
I,816488,469876,ACTIVE,,6.403918,101.752284
I,849097,476747,ACTIVE,,13.675559,100.665227
I,849098,476747,ACTIVE,,13.675559,100.665227
I,849099,476747,ACTIVE,,13.675559,100.665227
I,816490,469877,ACTIVE,,7.031348,100.474801
I,816491,469877,ACTIVE,,7.031348,100.474801
I,816493,469877,ACTIVE,,7.031348,100.474801
I,856743,479863,ACTIVE,,13.38844,101.03362
I,856744,479863,ACTIVE,,13.38844,101.03362
I,856745,479863,ACTIVE,,13.38844,101.03362
I,856746,479863,ACTIVE,,13.38844,101.03362
I,816494,469878,ACTIVE,,99.90116,8.64328
I,816495,469878,ACTIVE,,99.90116,8.64328
I,816496,469878,ACTIVE,,99.90116,8.64328
I,821531,471109,ACTIVE,,15.3708,100.02118
I,821532,471109,ACTIVE,,15.3708,100.02118
I,821533,471109,ACTIVE,,15.3708,100.02118
I,844982,475649,ACTIVE,,13.73767,100.50972
I,844983,475649,ACTIVE,,13.73767,100.50972
I,844984,475649,ACTIVE,,13.73767,100.50972
I,844985,475649,DEACTIVE,,13.73767,100.50972
I,836958,473940,ACTIVE,,13.761833,100.546989
I,836959,473940,ACTIVE,,13.761833,100.546989
I,836960,473940,ACTIVE,,13.761833,100.546989
I,836961,473940,ACTIVE,,13.761833,100.546989
I,836962,473940,ACTIVE,,13.761833,100.546989
I,821772,471204,ACTIVE,,17.60191,100.04315
I,821773,471204,ACTIVE,,17.60191,100.04315
I,821774,471204,ACTIVE,,17.60191,100.04315
I,856747,479864,ACTIVE,,12.78298,101.64745
I,856748,479864,ACTIVE,,12.78298,101.64745
I,856749,479864,ACTIVE,,12.78298,101.64745
I,845858,475849,ACTIVE,,13.69219,100.56093
I,845859,475849,ACTIVE,,13.69219,100.56093
I,845860,475849,ACTIVE,,13.69219,100.56093
I,804018,468359,ACTIVE,,17.81455,102.6388
I,804019,468359,ACTIVE,,17.81455,102.6388
I,856460,479779,ACTIVE,,13.27682,100.93172
I,856461,479779,ACTIVE,,13.27682,100.93172
I,845016,475656,ACTIVE,,13.79657,100.45573
I,845017,475656,ACTIVE,,13.79657,100.45573
I,845018,475656,ACTIVE,,13.79657,100.45573
I,804033,468360,ACTIVE,,16.446427,102.842257
I,804034,468360,ACTIVE,,16.446427,102.842257
I,804035,468360,ACTIVE,,16.446427,102.842257
I,804049,468361,ACTIVE,,14.58721,101.30711
I,804050,468361,ACTIVE,,14.58721,101.30711
I,804051,468361,ACTIVE,,14.58721,101.30711
I,821285,471014,ACTIVE,,16.814221,100.264556
I,821286,471014,ACTIVE,,16.814221,100.264556
I,821287,471014,ACTIVE,,16.814221,100.264556
I,816136,469784,ACTIVE,,7.624436,100.046983
I,816138,469784,ACTIVE,,7.624436,100.046983
I,816140,469784,ACTIVE,,7.624436,100.046983
I,851154,477845,ACTIVE,,13.66788,100.60606
I,851155,477845,ACTIVE,,13.66788,100.60606
I,851156,477845,ACTIVE,,13.66788,100.60606
I,856462,479780,ACTIVE,,13.34404,100.96273
I,856463,479780,ACTIVE,,13.34404,100.96273
I,856464,479780,ACTIVE,,13.34404,100.96273
I,856465,479780,ACTIVE,,13.34404,100.96273
I,838136,474175,ACTIVE,,13.73267,100.48209
I,838137,474175,ACTIVE,,13.73267,100.48209
I,838138,474175,ACTIVE,,13.73267,100.48209
I,728227,463321,ACTIVE,,18.786085,98.957147
I,728228,463321,ACTIVE,,18.786085,98.957147
I,728229,463321,ACTIVE,,18.786085,98.957147
I,817007,470044,ACTIVE,,6.56776,101.2978
I,817008,470044,ACTIVE,,6.56776,101.2978
I,727761,463149,ACTIVE,,18.74918,98.971357
I,727762,463149,ACTIVE,,18.74918,98.971357
I,727763,463149,ACTIVE,,18.74918,98.971357
I,804065,468362,ACTIVE,,16.89055,102.93041
I,804066,468362,ACTIVE,,16.89055,102.93041
I,804067,468362,ACTIVE,,16.89055,102.93041
I,820753,470809,ACTIVE,,99.8759,20.44311
I,816342,469836,ACTIVE,,99.95689,7.79906
I,821652,471154,ACTIVE,,16.85946,100.31142
I,821653,471154,ACTIVE,,16.85946,100.31142
I,821654,471154,ACTIVE,,16.85946,100.31142
I,846105,475922,ACTIVE,,13.7986,100.62057
I,846106,475922,ACTIVE,,13.7986,100.62057
I,846107,475922,ACTIVE,,13.7986,100.62057
I,845596,475781,ACTIVE,,13.99297,100.66862
I,845597,475781,ACTIVE,,13.99297,100.66862
I,845598,475781,ACTIVE,,13.99297,100.66862
I,845599,475781,ACTIVE,,13.99297,100.66862
I,845600,475781,DEACTIVE,,13.99297,100.66862
I,845601,475781,DEACTIVE,,13.99297,100.66862
I,848098,476482,ACTIVE,,13.784933,100.587019
I,848099,476482,ACTIVE,,13.784933,100.587019
I,848100,476482,ACTIVE,,13.784933,100.587019
I,804897,468414,ACTIVE,,14.986058,103.469071
I,804898,468414,ACTIVE,,14.986058,103.469071
I,804899,468414,ACTIVE,,14.986058,103.469071
I,804913,468415,ACTIVE,,14.63153,102.79205
I,804914,468415,ACTIVE,,14.63153,102.79205
I,804915,468415,ACTIVE,,14.63153,102.79205
I,804918,468415,ACTIVE,,14.63153,102.79205
I,804919,468415,ACTIVE,,14.63153,102.79205
I,843860,475406,ACTIVE,,13.7242,100.48612
I,843861,475406,ACTIVE,,13.7242,100.48612
I,843862,475406,ACTIVE,,13.7242,100.48612
I,843863,475406,ACTIVE,,13.7242,100.48612
I,843864,475406,DEACTIVE,,13.7242,100.48612
I,851597,478126,ACTIVE,,13.61648,100.44116
I,851598,478126,ACTIVE,,13.61648,100.44116
I,851599,478126,ACTIVE,,13.61648,100.44116
I,841859,474963,ACTIVE,,13.622413,100.426049
I,841860,474963,ACTIVE,,13.622413,100.426049
I,841861,474963,ACTIVE,,13.622413,100.426049
I,848705,476629,ACTIVE,,13.718692,100.483272
I,848706,476629,ACTIVE,,13.718692,100.483272
I,848707,476629,ACTIVE,,13.718692,100.483272
I,841291,474841,ACTIVE,,13.572593,100.463523
I,866345,480701,ACTIVE,,13.871583,100.574361
I,851120,477823,ACTIVE,,13.881949,100.580266
I,866346,480702,ACTIVE,,13.889055,100.584388
I,866347,480703,ACTIVE,,13.900194,100.5905
I,866348,480704,ACTIVE,,13.907138,100.594166
I,852235,478420,ACTIVE,,13.916637,100.599577
I,851121,477824,ACTIVE,,13.924307,100.603896
I,851122,477825,ACTIVE,,13.934031,100.609353
I,866349,480705,ACTIVE,,13.941194,100.613388
I,851123,477826,ACTIVE,,13.951021,100.619002
I,851124,477827,ACTIVE,,13.95576,100.620982
I,849300,476809,ACTIVE,,13.869509,100.517793
I,849301,476809,ACTIVE,,13.869509,100.517793
I,849302,476809,ACTIVE,,13.869509,100.517793
I,851144,477836,ACTIVE,,13.962819,100.619944
I,851145,477837,ACTIVE,,13.968639,100.618992
I,866461,480755,ACTIVE,,13.974138,100.617972
I,866350,480706,ACTIVE,,13.981861,100.616861
I,851146,477838,ACTIVE,,13.986306,100.615807
I,866351,480707,ACTIVE,,13.9935,100.614611
I,851147,477839,ACTIVE,,14.000096,100.614914
I,851148,477840,ACTIVE,,14.004396,100.615165
I,866446,480750,ACTIVE,,13.891271,100.585903
I,839693,474493,ACTIVE,,13.88169,100.50861
I,839694,474493,ACTIVE,,13.88169,100.50861
I,839695,474493,ACTIVE,,13.88169,100.50861
I,838482,474248,ACTIVE,,13.89417,100.497
I,838483,474248,ACTIVE,,13.89417,100.497
I,838484,474248,ACTIVE,,13.89417,100.497
I,849566,476947,ACTIVE,,13.935998,100.541297
I,849567,476947,ACTIVE,,13.935998,100.541297
I,849568,476947,ACTIVE,,13.935998,100.541297
I,841989,474993,ACTIVE,,13.88233,100.51745
I,841990,474993,ACTIVE,,13.88233,100.51745
I,841991,474993,ACTIVE,,13.88233,100.51745
I,841992,474993,ACTIVE,,13.88233,100.51745
I,847452,476335,ACTIVE,,13.84722,100.51566
I,847453,476335,ACTIVE,,13.84722,100.51566
I,838564,474265,ACTIVE,,13.60414,100.74526
I,838565,474265,DEACTIVE,,13.60414,100.74526
I,838566,474265,DEACTIVE,,13.60414,100.74526
I,838567,474265,DEACTIVE,,13.60414,100.74526
I,820198,470610,ACTIVE,,15.71558,100.13058
I,820199,470610,ACTIVE,,15.71558,100.13058
I,820200,470610,ACTIVE,,15.71558,100.13058
I,841177,474815,ACTIVE,,13.83371,100.42474
I,841178,474815,ACTIVE,,13.83371,100.42474
I,841179,474815,ACTIVE,,13.83371,100.42474
I,841180,474815,DEACTIVE,,13.83371,100.42474
I,856750,479865,ACTIVE,,12.69883,101.29756
I,856751,479865,ACTIVE,,12.69883,101.29756
I,856752,479865,ACTIVE,,12.69883,101.29756
I,816505,469881,ACTIVE,,98.323579,8.015086
I,816506,469881,ACTIVE,,98.323579,8.015086
I,816507,469881,ACTIVE,,98.323579,8.015086
I,832274,473203,ACTIVE,,13.767111,100.514711
I,832275,473203,ACTIVE,,13.767111,100.514711
I,832276,473203,ACTIVE,,13.767111,100.514711
I,856753,479866,ACTIVE,,13.29609,100.93631
I,856754,479866,ACTIVE,,13.29609,100.93631
I,856755,479866,ACTIVE,,13.29609,100.93631
I,856756,479866,ACTIVE,,13.29609,100.93631
I,856757,479867,ACTIVE,,13.13298,100.95354
I,856758,479867,ACTIVE,,13.13298,100.95354
I,856759,479867,ACTIVE,,13.13298,100.95354
I,849121,476755,ACTIVE,,13.81049,100.47835
I,849122,476755,ACTIVE,,13.81049,100.47835
I,849123,476755,ACTIVE,,13.81049,100.47835
I,846615,476086,ACTIVE,,13.91803,100.48561
I,846616,476086,ACTIVE,,13.91803,100.48561
I,846617,476086,ACTIVE,,13.91803,100.48561
I,852497,478531,ACTIVE,,14.207157,100.802614
I,852498,478531,ACTIVE,,14.207157,100.802614
I,852499,478531,ACTIVE,,14.207157,100.802614
I,851699,478169,ACTIVE,,13.59726,100.40529
I,851700,478169,ACTIVE,,13.59726,100.40529
I,851701,478169,ACTIVE,,13.59726,100.40529
I,844940,475639,ACTIVE,,13.87236,100.53172
I,820754,470809,ACTIVE,,99.8759,20.44311
I,820755,470809,ACTIVE,,99.8759,20.44311
I,856466,479781,ACTIVE,,13.30927,100.93882
I,856467,479781,ACTIVE,,13.30927,100.93882
I,856468,479781,ACTIVE,,13.30927,100.93882
I,816141,469785,ACTIVE,,99.95522,8.43454
I,816142,469785,ACTIVE,,99.95522,8.43454
I,816143,469785,ACTIVE,,99.95522,8.43454
I,817009,470045,ACTIVE,,7.0115,100.48164
I,817010,470045,ACTIVE,,7.0115,100.48164
I,847667,476388,ACTIVE,,13.909651,100.349737
I,847668,476388,ACTIVE,,13.909651,100.349737
I,847669,476388,ACTIVE,,13.909651,100.349737
I,847789,476414,ACTIVE,,13.853157,100.536715
I,847790,476414,ACTIVE,,13.853157,100.536715
I,847791,476414,ACTIVE,,13.853157,100.536715
I,847792,476414,DEACTIVE,,13.853157,100.536715
I,847793,476414,DEACTIVE,,13.853157,100.536715
I,816144,469786,ACTIVE,,99.60397,7.56091
I,838142,474176,ACTIVE,,13.518985,100.681701
I,838143,474176,ACTIVE,,13.518985,100.681701
I,838144,474176,ACTIVE,,13.518985,100.681701
I,838145,474176,DEACTIVE,,13.518985,100.681701
I,838146,474176,ACTIVE,,13.518985,100.681701
I,821624,471144,ACTIVE,,99.881,20.44204
I,821623,471143,ACTIVE,,99.88069,20.44204
I,820831,470836,ACTIVE,,99.88007,20.44196
I,820832,470836,ACTIVE,,99.88007,20.44196
I,821622,471142,ACTIVE,,99.87997,20.44255
I,819912,470505,ACTIVE,,99.87985,20.44261
I,821621,471141,ACTIVE,,99.87946,20.44329
I,821620,471140,ACTIVE,,99.87893,20.44362
I,819955,470521,ACTIVE,,99.87907,20.44306
I,821617,471139,ACTIVE,,99.88027,20.4441
I,821618,471139,ACTIVE,,99.88027,20.4441
I,821619,471139,ACTIVE,,99.88027,20.4441
I,821240,470997,ACTIVE,,99.88146,20.44235
I,821241,470997,ACTIVE,,99.88146,20.44235
I,821242,470997,ACTIVE,,99.88146,20.44235
I,841292,474841,ACTIVE,,13.572593,100.463523
I,841293,474841,ACTIVE,,13.572593,100.463523
I,841934,474981,ACTIVE,,13.72105,100.47195
I,841935,474981,ACTIVE,,13.72105,100.47195
I,841936,474981,ACTIVE,,13.72105,100.47195
I,842890,475149,ACTIVE,,13.596196,100.431815
I,842891,475149,ACTIVE,,13.596196,100.431815
I,842892,475149,ACTIVE,,13.596196,100.431815
I,838237,474195,ACTIVE,,13.71124,100.47715
I,838238,474195,ACTIVE,,13.71124,100.47715
I,838239,474195,ACTIVE,,13.71124,100.47715
I,838240,474195,ACTIVE,,13.71124,100.47715
I,838241,474195,ACTIVE,,13.71124,100.47715
I,838242,474195,ACTIVE,,13.71124,100.47715
I,848102,476483,ACTIVE,,13.719177,100.467695
I,848103,476483,ACTIVE,,13.719177,100.467695
I,848104,476483,ACTIVE,,13.719177,100.467695
I,848105,476483,DEACTIVE,,13.719177,100.467695
I,804929,468416,ACTIVE,,16.88305,101.73333
I,804930,468416,ACTIVE,,16.88305,101.73333
I,856650,479836,ACTIVE,,12.24935,102.5226
I,856652,479836,ACTIVE,,12.24935,102.5226
I,856653,479836,ACTIVE,,12.24935,102.5226
I,856655,479837,ACTIVE,,12.714,101.048
I,856656,479837,ACTIVE,,12.714,101.048
I,856657,479837,ACTIVE,,12.714,101.048
I,816343,469837,ACTIVE,,6.25683,102.05525
I,816344,469837,ACTIVE,,6.25683,102.05525
I,816345,469837,ACTIVE,,6.25683,102.05525
I,856658,479838,ACTIVE,,12.60575,102.10902
I,856659,479838,ACTIVE,,12.60575,102.10902
I,856660,479838,ACTIVE,,12.60575,102.10902
I,856662,479838,ACTIVE,,12.60575,102.10902
I,851603,478128,ACTIVE,,14.050274,100.423285
I,851604,478128,ACTIVE,,14.050274,100.423285
I,851605,478128,ACTIVE,,14.050274,100.423285
I,856664,479839,ACTIVE,,13.61972,101.02936
I,856665,479839,ACTIVE,,13.61972,101.02936
I,856666,479839,ACTIVE,,13.61972,101.02936
I,856667,479839,ACTIVE,,13.61972,101.02936
I,847454,476335,ACTIVE,,13.84722,100.51566
I,847455,476335,ACTIVE,,13.84722,100.51566
I,841150,474806,ACTIVE,,13.890834,100.644962
I,841151,474806,ACTIVE,,13.890834,100.644962
I,841152,474806,ACTIVE,,13.890834,100.644962
I,846111,475925,ACTIVE,,13.75689,100.39515
I,846112,475925,ACTIVE,,13.75689,100.39515
I,846113,475925,ACTIVE,,13.75689,100.39515
I,820105,470578,ACTIVE,,15.701962,100.122142
I,820106,470578,ACTIVE,,15.701962,100.122142
I,857533,480123,ACTIVE,,13.693596,102.501162
I,857534,480123,ACTIVE,,13.693596,102.501162
I,857535,480123,ACTIVE,,13.693596,102.501162
I,805089,468426,ACTIVE,,14.61313,104.01702
I,805090,468426,ACTIVE,,14.61313,104.01702
I,805091,468426,ACTIVE,,14.61313,104.01702
I,852723,478638,ACTIVE,,13.961357,100.550866
I,852724,478638,ACTIVE,,13.961357,100.550866
I,852725,478638,ACTIVE,,13.961357,100.550866
I,847794,476415,ACTIVE,,13.761375,100.560033
I,847795,476415,ACTIVE,,13.761375,100.560033
I,847796,476415,ACTIVE,,13.761375,100.560033
I,847797,476415,DEACTIVE,,13.761375,100.560033
I,847798,476415,DEACTIVE,,13.761375,100.560033
I,847799,476415,DEACTIVE,,13.761375,100.560033
I,805105,468427,ACTIVE,,14.934397,102.259004
I,805106,468427,ACTIVE,,14.934397,102.259004
I,805112,468427,ACTIVE,,14.934397,102.259004
I,856711,479852,ACTIVE,,12.65983,102.07876
I,856712,479852,ACTIVE,,12.65983,102.07876
I,856713,479852,ACTIVE,,12.65983,102.07876
I,805121,468428,ACTIVE,,15.81277,102.02837
I,805122,468428,ACTIVE,,15.81277,102.02837
I,805123,468428,ACTIVE,,15.81277,102.02837
I,856714,479853,ACTIVE,,13.91774,101.56689
I,856715,479853,ACTIVE,,13.91774,101.56689
I,856716,479853,ACTIVE,,13.91774,101.56689
I,856717,479853,ACTIVE,,13.91774,101.56689
I,856718,479853,ACTIVE,,13.91774,101.56689
I,856719,479854,ACTIVE,,12.66822,101.307353
I,856720,479854,ACTIVE,,12.66822,101.307353
I,844941,475639,ACTIVE,,13.87236,100.53172
I,844942,475639,ACTIVE,,13.87236,100.53172
I,844943,475639,DEACTIVE,,13.87236,100.53172
I,805793,468470,ACTIVE,,15.00428,102.13799
I,805794,468470,ACTIVE,,15.00428,102.13799
I,805795,468470,ACTIVE,,15.00428,102.13799
I,856760,479868,ACTIVE,,12.89484,100.89675
I,856761,479868,ACTIVE,,12.89484,100.89675
I,856762,479868,ACTIVE,,12.89484,100.89675
I,838568,474266,ACTIVE,,13.77713,100.493461
I,838569,474266,ACTIVE,,13.77713,100.493461
I,838570,474266,ACTIVE,,13.77713,100.493461
I,838571,474266,ACTIVE,,13.77713,100.493461
I,838572,474266,ACTIVE,,13.77713,100.493461
I,838573,474266,ACTIVE,,13.77713,100.493461
I,852357,478479,ACTIVE,,14.032456,100.491594
I,852358,478479,ACTIVE,,14.032456,100.491594
I,852359,478479,ACTIVE,,14.032456,100.491594
I,852360,478479,DEACTIVE,,14.032456,100.491594
